identificador,columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,columna_35,columna_36,columna_37,columna_38,columna_39,columna_40,columna_41,columna_42,columna_43,columna_44,columna_45,columna_46,columna_47,columna_48,columna_49
383,nombreA95,apellidoA95,46723,237.56,Activo,43118,83,36,24,12,30,94,82,87,39,49,89,84,8,70,11,62,52,37,55,76,38,26,31,7,91,60,91,96,94,28,25,64,44,7,35,21,20,15,39,77,54,10,29
384,nombreA96,apellidoA96,46754,238.81,Activo,43119,29,80,90,10,47,54,1,19,20,25,94,34,33,73,65,15,97,36,11,60,94,60,46,16,60,38,93,83,87,1,77,46,59,29,21,33,52,38,11,45,63,57,44
385,nombreA1,apellidoA1,43863,120.05,Activo,43120,6,93,95,59,3,29,99,89,58,81,99,88,89,85,76,78,26,9,27,55,31,64,54,20,95,95,82,8,42,96,96,38,62,6,10,40,78,9,7,7,56,39,60
386,nombreA2,apellidoA2,43892,121.33,Activo,43121,59,30,94,93,94,77,90,16,37,38,33,59,77,13,23,6,90,89,97,54,58,3,87,7,91,98,80,4,35,77,95,14,76,39,91,41,67,53,75,69,1,16,44
387,nombreA3,apellidoA3,43923,122.55,Activo,43122,94,68,81,31,93,39,4,25,26,71,41,68,67,92,28,96,92,56,17,59,28,56,3,51,62,57,36,23,0,93,28,53,24,54,86,32,16,46,81,58,1,17,55
388,nombreA4,apellidoA4,43953,123.81,Activo,43123,29,47,30,60,20,5,62,92,89,49,75,29,78,14,68,85,79,39,31,52,32,53,73,49,86,81,94,49,77,85,3,72,83,86,48,17,50,37,18,33,21,24,32
389,nombreA5,apellidoA5,43984,125.06,Activo,43124,90,77,12,54,40,77,37,96,98,64,32,9,31,50,53,37,2,15,82,35,78,41,7,50,58,56,58,41,33,69,48,70,36,82,70,63,50,32,10,72,39,83,5
390,nombreA6,apellidoA6,44014,126.31,Activo,43125,19,76,6,23,39,50,6,21,84,15,79,35,97,16,32,32,28,59,12,46,67,94,60,76,77,31,7,52,46,15,26,49,36,27,57,92,37,35,0,15,1,76,31
391,nombreA7,apellidoA7,44045,127.56,Activo,43126,18,47,18,99,78,84,28,57,42,13,73,88,70,83,0,19,21,15,58,28,98,82,68,87,0,53,91,37,12,35,53,83,22,99,57,26,44,27,38,10,67,80,37
392,nombreA8,apellidoA8,44076,128.81,Activo,43127,64,47,83,47,4,65,68,46,71,66,22,59,54,0,42,85,81,84,68,0,41,3,2,52,17,90,48,56,61,38,86,9,66,31,42,17,38,47,34,21,40,84,65
393,nombreA9,apellidoA9,44106,130.06,Activo,43128,86,22,52,67,47,2,40,26,27,63,59,36,15,81,87,81,33,6,4,30,85,39,61,20,37,47,38,72,90,68,30,32,24,4,58,5,91,38,27,98,0,21,35
394,nombreA10,apellidoA10,44137,131.31,Activo,43129,44,95,40,51,92,4,37,54,50,67,62,92,39,40,47,28,37,29,32,56,85,53,85,37,55,46,35,99,48,83,48,65,4,4,79,22,4,50,18,72,84,46,63
395,nombreA11,apellidoA11,44167,132.56,Activo,43130,0,70,58,88,47,96,28,97,45,41,24,27,29,65,78,93,0,31,5,65,87,89,77,68,89,76,84,30,62,27,91,28,67,77,46,46,61,7,9,84,65,42,99
396,nombreA12,apellidoA12,44198,133.81,Activo,43131,54,88,94,65,71,63,42,8,21,74,46,64,36,7,75,71,82,51,6,91,98,52,91,31,4,16,49,21,76,94,24,15,90,88,81,75,74,90,56,78,59,57,93
397,nombreA13,apellidoA13,44229,135.06,Activo,43132,21,77,11,64,39,82,52,40,76,32,22,95,77,92,62,49,82,64,62,78,28,28,3,87,14,77,69,73,63,4,86,85,92,26,31,35,23,91,53,64,17,28,29
398,nombreA14,apellidoA14,44257,136.31,Activo,43133,67,67,31,35,45,59,55,56,7,58,11,11,42,49,58,57,50,74,85,55,37,50,65,67,53,64,13,51,77,79,96,85,7,39,68,46,13,68,68,20,16,33,86
399,nombreA15,apellidoA15,44288,137.56,Activo,43134,3,12,45,23,85,22,20,9,42,70,9,81,32,58,58,64,81,76,89,98,2,31,99,78,29,84,1,35,60,2,17,74,50,20,56,29,53,36,5,51,38,83,22
400,nombreA16,apellidoA16,44318,138.81,Activo,43135,7,2,82,12,98,85,95,83,89,55,77,13,39,42,75,2,25,72,60,95,35,18,18,64,44,30,49,82,18,75,72,35,50,55,32,66,72,20,95,13,92,11,87
401,nombreA17,apellidoA17,44349,140.06,Activo,43136,73,22,77,47,3,4,2,4,43,72,92,9,9,22,62,26,53,44,78,99,61,69,58,40,6,91,81,32,60,48,28,71,79,3,44,28,81,79,49,89,80,78,3
402,nombreA18,apellidoA18,44379,141.31,Activo,43137,13,64,66,93,17,2,12,85,39,46,5,77,76,69,57,9,13,5,55,5,50,2,78,60,99,64,3,13,68,52,19,38,13,71,67,15,68,87,19,33,7,37,91
403,nombreA19,apellidoA19,44410,142.56,Activo,43138,17,0,21,76,99,17,34,44,95,2,64,90,71,43,25,0,27,82,61,70,59,99,91,94,55,47,5,83,6,43,89,78,54,49,53,56,24,89,61,17,58,59,75
404,nombreA20,apellidoA20,44441,143.81,Activo,43139,92,78,0,94,13,99,89,54,46,61,18,25,83,61,42,4,47,58,87,61,42,34,69,84,95,70,33,57,92,60,12,8,43,99,90,40,17,27,72,19,29,69,89
405,nombreA21,apellidoA21,44471,145.06,Activo,43140,33,94,11,64,88,65,52,11,39,10,19,29,28,90,59,7,60,73,56,27,5,14,38,50,2,3,74,28,12,24,68,27,83,61,96,56,66,27,10,81,97,30,27
406,nombreA22,apellidoA22,44502,146.31,Activo,43141,18,32,70,9,34,30,67,98,57,64,16,1,34,89,67,52,40,73,65,47,32,2,39,44,6,3,41,80,49,86,29,15,27,56,70,42,88,68,36,88,19,94,27
407,nombreA23,apellidoA23,44532,147.56,Activo,43142,95,14,37,26,62,25,65,57,54,61,57,81,4,93,79,45,50,44,73,47,38,28,79,0,27,74,30,81,17,56,39,81,64,48,96,27,50,64,29,8,91,30,19
408,nombreA24,apellidoA24,44563,148.81,Activo,43143,91,75,96,82,53,46,35,57,77,79,48,77,18,82,79,11,49,14,12,14,92,76,42,13,37,82,33,75,37,80,69,0,68,43,66,16,18,17,93,51,40,36,41
409,nombreA25,apellidoA25,44594,150.06,Activo,43144,45,54,25,73,38,73,68,19,64,54,22,9,26,34,85,18,51,10,65,11,14,31,89,41,86,32,83,20,81,14,30,98,24,31,20,90,99,55,94,70,40,13,93
410,nombreA26,apellidoA26,44622,151.31,Activo,43145,73,18,86,51,29,17,4,17,82,55,11,55,64,25,67,99,86,34,91,72,36,52,26,19,54,82,49,56,41,27,23,26,7,15,63,50,86,75,13,92,4,69,32
411,nombreA27,apellidoA27,44653,152.56,Activo,43146,30,60,20,21,72,63,9,80,53,53,94,92,10,95,20,2,28,78,90,42,76,34,87,73,24,67,29,96,52,43,69,94,70,15,91,91,61,53,23,24,60,95,16
412,nombreA28,apellidoA28,44683,153.81,Activo,43147,63,33,35,62,55,63,67,16,98,57,17,0,84,94,13,33,23,47,69,78,47,46,54,63,9,73,4,77,6,28,51,56,78,22,37,28,85,99,16,79,98,56,46
413,nombreA29,apellidoA29,44714,155.06,Activo,43148,26,80,65,58,86,69,38,12,15,15,71,24,55,89,2,92,85,35,2,31,80,10,41,16,52,50,84,38,87,9,38,80,5,50,12,48,9,24,17,91,16,52,81
414,nombreA30,apellidoA30,44744,156.31,Activo,43149,11,46,76,76,57,42,69,7,63,24,50,27,58,69,50,42,32,25,11,55,48,44,51,1,69,36,76,37,82,57,99,17,97,45,84,71,68,28,90,85,29,60,6
415,nombreA31,apellidoA31,44775,157.56,Activo,43150,80,82,6,15,15,91,7,14,11,86,82,55,13,20,32,19,89,38,48,84,50,94,47,41,66,89,61,58,6,10,51,23,71,91,64,13,25,56,26,85,88,33,92
416,nombreA32,apellidoA32,44806,158.81,Activo,43151,79,14,65,99,48,31,8,84,52,74,33,60,12,71,96,65,59,91,39,85,73,69,3,14,35,88,34,7,91,7,73,71,35,62,83,98,20,38,7,68,54,37,30
417,nombreA33,apellidoA33,44836,160.06,Activo,43152,92,57,99,67,74,2,77,64,95,33,88,43,29,46,99,86,77,72,1,66,50,76,7,79,75,23,98,1,83,83,52,62,41,85,1,77,51,59,84,4,97,13,93
418,nombreA34,apellidoA34,44867,161.31,Activo,43153,60,84,50,78,58,83,51,76,2,30,68,52,79,54,31,36,79,10,30,65,20,86,81,82,39,33,55,74,69,39,20,35,68,70,91,74,81,41,41,38,75,7,0
419,nombreA35,apellidoA35,44897,162.56,Activo,43154,20,11,9,32,91,79,37,40,96,95,85,39,73,79,84,13,33,0,76,52,60,2,75,1,9,66,76,86,57,67,40,28,82,39,1,85,11,6,23,65,52,14,49
420,nombreA36,apellidoA36,44928,163.81,Activo,43155,50,54,56,32,94,62,58,27,86,62,23,38,39,33,17,11,92,50,14,74,19,94,70,36,32,27,60,98,70,22,82,58,91,39,24,71,92,79,93,2,49,32,1
421,nombreA37,apellidoA37,44959,165.06,Activo,43156,38,51,21,20,37,26,89,56,18,62,88,18,85,95,76,99,89,86,5,23,96,79,13,17,56,98,43,72,29,63,15,52,50,82,17,81,56,87,71,50,78,60,35
422,nombreA38,apellidoA38,44987,166.31,Activo,43157,76,3,35,98,94,94,22,59,54,63,36,13,30,47,65,58,55,0,90,89,28,63,2,94,85,3,7,45,74,80,54,27,7,88,74,57,79,68,43,32,88,48,80
423,nombreA39,apellidoA39,45018,167.56,Activo,43158,39,35,65,55,62,43,73,46,40,61,86,93,49,29,28,77,63,52,39,42,73,10,94,89,0,65,40,70,81,48,29,16,87,1,6,6,4,95,63,83,56,27,35
424,nombreA40,apellidoA40,45048,168.81,Activo,43159,66,6,47,64,90,9,71,22,35,94,39,84,95,18,46,21,95,78,67,43,9,50,18,54,42,8,51,53,80,69,9,8,52,4,5,20,18,39,40,91,22,56,75
425,nombreA41,apellidoA41,45079,170.06,Activo,43160,31,19,93,52,61,79,5,83,62,22,59,28,96,59,79,51,29,19,21,39,20,41,39,92,80,8,49,83,32,74,31,62,16,10,8,76,96,2,30,70,42,87,66
426,nombreA42,apellidoA42,45109,171.31,Activo,43161,98,95,4,77,72,3,37,19,31,26,41,11,37,28,45,36,73,41,61,58,85,72,70,69,81,42,31,80,8,2,40,5,41,2,68,97,9,91,19,61,57,40,2
427,nombreA43,apellidoA43,45140,172.56,Activo,43162,19,5,27,64,16,21,15,93,66,74,11,88,3,71,26,22,6,92,76,98,5,95,5,33,66,40,8,22,19,0,88,93,40,44,62,67,42,38,99,4,73,7,74
428,nombreA44,apellidoA44,45171,173.81,Activo,43163,96,75,53,96,61,69,16,20,21,30,52,61,7,0,18,38,22,15,90,95,77,5,8,38,61,55,66,40,87,99,73,76,32,15,90,64,60,65,87,30,30,1,59
429,nombreA45,apellidoA45,45201,175.06,Activo,43164,9,79,78,53,74,0,19,22,35,38,96,81,19,22,74,64,1,10,21,53,76,80,40,14,58,78,46,25,62,41,31,70,27,45,74,26,92,69,64,31,49,12,0
430,nombreA46,apellidoA46,45232,176.31,Activo,43165,36,54,17,32,82,89,96,39,13,32,86,58,20,67,98,62,43,93,40,87,23,74,89,73,97,63,68,34,19,43,73,46,90,88,40,32,32,78,16,55,11,98,47
431,nombreA47,apellidoA47,45262,177.56,Activo,43166,6,61,72,95,36,91,43,67,48,67,30,14,93,34,2,0,84,9,25,67,2,56,23,41,78,84,59,81,51,3,18,8,86,4,33,90,57,94,54,25,59,36,94
432,nombreA48,apellidoA48,45293,178.81,Activo,43167,76,59,23,65,3,89,85,77,73,88,73,74,61,9,71,94,51,73,95,24,22,19,2,2,33,89,23,39,8,97,41,31,78,14,30,14,77,88,91,63,44,26,32
433,nombreA49,apellidoA49,45324,180.06,Activo,43168,16,31,72,82,33,65,24,13,45,57,64,8,99,25,85,52,36,77,53,74,2,11,22,25,15,89,17,13,53,72,96,63,26,80,62,58,36,53,4,57,25,6,88
434,nombreA50,apellidoA50,45353,181.31,Activo,43169,77,14,3,61,80,74,32,1,56,45,94,43,21,93,86,88,14,30,74,5,34,73,24,15,51,60,55,41,47,60,98,78,39,61,44,37,95,24,26,36,73,61,75
435,nombreA51,apellidoA51,45384,182.56,Activo,43170,39,27,10,37,70,89,31,98,25,92,65,77,41,84,29,88,69,51,6,72,76,81,74,68,32,63,62,74,71,18,82,50,53,75,68,60,75,85,86,69,70,52,73
436,nombreA52,apellidoA52,45414,183.81,Activo,43171,11,38,76,11,17,53,39,66,62,37,16,4,49,60,53,30,59,93,73,64,77,94,73,97,30,35,48,11,18,0,20,17,38,97,75,8,32,83,86,11,40,79,10
437,nombreA53,apellidoA53,45445,185.06,Activo,43172,10,83,88,95,64,4,81,79,44,72,74,16,31,0,59,70,92,16,76,92,20,15,92,66,92,73,81,74,68,70,41,23,40,20,66,77,90,42,81,16,96,93,1
438,nombreA54,apellidoA54,45475,186.31,Activo,43173,24,17,32,86,82,43,85,66,56,6,79,74,36,92,52,12,48,70,86,64,46,63,32,69,97,55,68,90,75,60,74,90,22,67,78,42,3,97,27,19,49,26,57
439,nombreA55,apellidoA55,45506,187.56,Activo,43174,91,72,69,70,10,15,98,95,98,15,87,1,60,8,1,30,36,94,96,74,54,73,42,63,31,57,48,65,4,21,93,47,37,80,93,78,87,79,8,94,82,76,12
440,nombreA56,apellidoA56,45537,188.81,Activo,43175,5,41,38,35,91,50,10,64,12,30,24,90,27,67,96,38,75,53,52,20,57,69,6,68,69,66,67,38,68,94,99,70,80,16,40,57,18,49,39,49,75,66,15
441,nombreA57,apellidoA57,45567,190.06,Activo,43176,39,3,39,32,51,81,99,17,50,97,9,26,12,62,12,87,15,64,35,85,29,97,18,61,66,90,31,94,97,90,2,75,99,84,47,49,5,78,50,62,88,48,55
442,nombreA58,apellidoA58,45598,191.31,Activo,43177,82,87,47,62,97,9,51,57,9,31,68,48,80,91,40,86,66,21,47,94,97,32,48,27,9,77,31,38,55,84,71,85,5,99,21,5,82,74,33,94,90,4,0
443,nombreA59,apellidoA59,45628,192.56,Activo,43178,72,78,50,7,15,45,78,31,43,37,61,54,36,83,78,83,56,16,69,31,10,94,6,52,23,58,77,17,12,75,52,84,66,31,29,59,99,89,31,70,79,57,82
444,nombreA60,apellidoA60,45659,193.81,Activo,43179,86,76,21,81,79,42,3,35,91,58,93,55,30,41,16,25,36,58,99,40,18,87,45,44,23,6,92,52,40,82,88,37,31,78,47,80,69,16,25,33,16,32,17
445,nombreA61,apellidoA61,45690,195.06,Activo,43180,55,39,22,64,44,46,53,50,93,10,79,50,33,65,90,45,43,69,37,66,13,93,32,71,44,26,7,79,46,77,75,42,98,42,57,68,35,99,51,62,81,35,62
446,nombreA62,apellidoA62,45718,196.31,Activo,43181,43,9,0,3,10,35,71,53,53,29,71,97,70,82,74,80,9,57,83,82,2,73,22,61,26,5,32,25,44,26,75,58,24,12,7,26,1,4,65,12,60,56,80
447,nombreA63,apellidoA63,45749,197.56,Activo,43182,61,54,57,46,0,10,75,92,51,48,99,95,8,0,43,77,32,41,26,16,45,82,47,73,29,62,65,25,87,54,12,16,19,59,20,55,48,54,87,63,14,58,29
448,nombreA64,apellidoA64,45779,198.81,Activo,43183,21,78,76,78,83,38,54,44,72,32,35,37,49,70,3,96,95,13,0,90,53,59,55,17,73,36,32,5,4,40,24,6,17,7,89,52,82,55,73,5,92,16,44
449,nombreA65,apellidoA65,45810,200.06,Activo,43184,37,21,43,23,25,70,39,28,46,38,37,79,43,99,11,43,37,92,87,4,89,2,89,24,35,76,87,86,15,74,97,52,61,13,19,82,95,89,29,11,54,86,56
450,nombreA66,apellidoA66,45840,201.31,Activo,43185,51,4,19,96,35,86,5,27,95,5,94,81,95,93,98,8,14,11,99,31,39,59,30,99,67,58,25,53,20,22,66,0,14,42,56,71,86,1,49,60,92,40,25
451,nombreA67,apellidoA67,45871,202.56,Activo,43186,7,39,51,28,85,69,19,75,82,60,60,86,90,99,98,60,44,14,56,66,95,77,32,98,59,72,85,95,46,34,80,55,24,71,79,94,18,2,62,35,24,97,52
452,nombreA68,apellidoA68,45902,203.81,Activo,43187,24,7,79,57,40,5,74,36,62,83,28,57,86,74,30,96,69,36,31,34,47,53,15,25,92,52,50,67,74,50,3,26,83,43,69,48,1,57,22,33,64,35,24
453,nombreA69,apellidoA69,45932,205.06,Activo,43188,53,44,4,82,8,48,70,48,68,59,48,28,70,55,93,4,7,83,76,61,58,74,65,5,99,8,48,60,33,65,42,64,60,76,40,59,61,92,46,16,61,92,35
454,nombreA70,apellidoA70,45963,206.31,Activo,43189,6,90,23,4,12,30,29,4,97,42,2,54,44,26,22,74,0,61,71,53,70,25,15,67,16,44,49,15,89,35,17,51,42,68,15,87,30,56,22,13,5,94,94
455,nombreA71,apellidoA71,45993,207.56,Activo,43190,96,4,78,94,65,71,94,17,73,81,52,81,42,60,60,27,92,25,41,0,12,20,74,34,24,81,80,98,77,2,34,62,79,96,90,3,70,58,88,16,81,63,91
456,nombreA72,apellidoA72,46024,208.81,Activo,43191,77,75,40,92,16,15,16,96,74,38,1,90,29,31,94,38,37,82,41,48,44,48,87,64,92,44,19,81,6,15,93,87,81,35,78,31,30,77,66,22,26,10,42
457,nombreA73,apellidoA73,46055,210.06,Activo,43192,7,49,96,72,21,83,19,11,88,68,72,63,18,53,51,48,97,36,6,68,51,3,46,84,0,71,79,14,35,34,28,79,96,69,21,3,48,41,5,75,54,85,29
458,nombreA74,apellidoA74,46083,211.31,Activo,43193,58,76,26,53,95,92,63,23,69,87,80,65,27,92,71,79,48,27,84,14,98,26,96,45,55,4,61,78,59,76,2,31,27,50,82,56,63,83,79,66,18,25,7
459,nombreA75,apellidoA75,46114,212.56,Activo,43194,42,78,30,34,0,99,74,69,62,35,72,90,60,86,34,85,53,10,22,46,20,66,65,40,87,53,52,97,23,27,20,91,8,31,66,64,71,7,63,66,59,90,94
460,nombreA76,apellidoA76,46144,213.81,Activo,43195,89,31,34,81,24,35,85,23,46,20,47,62,67,18,22,29,30,78,53,38,3,98,17,25,58,7,94,85,69,50,66,70,14,64,86,21,74,66,35,21,42,84,63
461,nombreA77,apellidoA77,46175,215.06,Activo,43196,11,69,10,88,89,18,93,17,93,57,54,51,26,76,14,97,62,36,53,85,41,35,72,19,37,39,6,50,79,8,83,51,43,67,70,41,6,47,53,65,71,84,41
462,nombreA78,apellidoA78,46205,216.31,Activo,43197,49,21,79,73,52,35,46,70,97,62,5,7,36,66,50,0,31,21,50,5,97,6,74,58,73,41,50,0,1,28,97,90,30,47,70,34,7,53,58,73,18,60,36
463,nombreA79,apellidoA79,46236,217.56,Activo,43198,34,13,90,57,15,86,51,59,25,31,84,77,62,16,33,80,1,89,22,99,46,18,26,17,56,17,96,4,71,69,43,78,97,23,22,34,6,54,12,61,83,54,11
464,nombreA80,apellidoA80,46267,218.81,Activo,43199,20,37,63,43,77,65,33,45,61,9,18,67,87,58,47,73,30,6,71,76,64,95,11,62,98,97,74,82,4,60,96,87,46,82,57,73,98,81,80,85,82,35,77
465,nombreA81,apellidoA81,46297,220.06,Activo,43200,47,5,55,18,7,41,35,40,88,30,83,90,86,57,40,96,11,24,78,56,8,63,0,75,93,57,22,85,74,89,3,79,2,84,54,10,41,66,39,21,85,89,68
466,nombreA82,apellidoA82,46328,221.31,Activo,43201,45,30,23,82,50,29,80,91,20,71,36,26,82,71,50,80,78,96,20,18,21,2,42,39,95,45,68,67,73,89,9,46,58,57,89,97,69,77,80,12,0,30,31
467,nombreA83,apellidoA83,46358,222.56,Activo,43202,16,84,16,46,3,70,49,92,19,5,11,48,64,47,64,39,22,20,96,18,63,84,41,17,6,34,97,25,14,98,16,34,48,87,19,9,69,8,75,48,39,63,77
468,nombreA84,apellidoA84,46389,223.81,Activo,43203,1,50,70,73,51,81,89,69,47,91,37,50,49,91,37,22,38,27,77,27,14,35,61,57,29,71,92,32,32,51,75,98,71,92,91,54,15,97,39,39,42,34,53
469,nombreA85,apellidoA85,46420,225.06,Activo,43204,64,64,83,24,73,3,51,58,66,48,67,17,40,1,12,60,36,57,47,68,17,27,79,12,83,12,20,36,15,44,32,22,21,97,80,2,37,4,29,56,86,85,47
470,nombreA86,apellidoA86,46448,226.31,Activo,43205,89,23,5,27,42,33,27,36,39,49,48,20,91,15,33,34,79,0,46,64,32,48,81,97,57,33,63,74,72,17,3,7,76,41,63,45,50,2,99,82,64,67,90
471,nombreA87,apellidoA87,46479,227.56,Activo,43206,77,98,14,20,74,57,38,42,19,71,81,71,90,73,72,27,1,38,97,25,31,46,41,98,28,8,85,73,44,77,93,34,72,55,75,22,46,0,89,78,30,42,5
472,nombreA88,apellidoA88,46509,228.81,Activo,43207,91,82,58,87,65,6,10,54,84,28,96,40,60,41,28,29,39,18,71,66,30,93,22,96,35,69,66,49,23,29,40,30,9,52,71,86,80,79,79,85,45,2,2
473,nombreA89,apellidoA89,46540,230.06,Activo,43208,62,85,16,95,82,97,88,24,49,74,60,6,62,76,11,69,39,21,3,23,75,11,24,63,20,98,36,1,4,87,48,31,77,96,91,39,28,7,29,74,46,43,14
474,nombreA90,apellidoA90,46570,231.31,Activo,43209,36,10,20,6,57,64,33,86,16,51,96,32,21,96,84,86,17,53,51,17,50,37,30,71,41,44,63,41,4,99,95,79,12,81,10,81,33,85,48,99,1,75,92
475,nombreA91,apellidoA91,46601,232.56,Activo,43210,56,39,0,85,64,95,10,28,67,16,49,49,48,54,46,66,35,18,43,16,3,85,28,61,82,58,22,17,80,73,51,40,52,65,80,79,89,21,73,87,71,51,36
476,nombreA92,apellidoA92,46632,233.81,Activo,43211,57,26,28,42,39,13,20,36,99,27,71,81,96,43,78,61,37,66,43,52,71,66,43,9,94,22,5,65,49,50,51,97,28,97,70,16,32,76,35,15,71,85,93
477,nombreA93,apellidoA93,46662,235.06,Activo,43212,91,96,50,32,69,49,99,47,2,97,30,77,69,73,94,56,57,21,71,23,5,11,31,60,77,87,69,97,64,92,59,53,32,14,56,70,84,96,37,3,85,26,57
478,nombreA94,apellidoA94,46693,236.31,Activo,43213,72,72,19,75,27,14,62,33,23,23,24,25,34,48,45,23,42,51,29,1,6,20,78,52,35,71,32,45,11,67,8,82,51,23,73,82,15,17,0,71,66,69,44
479,nombreA95,apellidoA95,46723,237.56,Activo,43214,24,34,48,37,88,29,90,15,68,38,96,43,14,52,44,36,32,80,17,98,70,6,8,61,37,27,10,15,15,31,89,36,85,95,8,92,53,85,23,41,81,86,20
480,nombreA96,apellidoA96,46754,238.81,Activo,43215,88,74,63,0,39,90,87,13,5,16,85,82,87,65,83,92,18,53,33,22,48,91,86,35,24,98,56,31,39,97,1,75,2,67,29,43,38,49,22,70,53,12,49
481,nombreA1,apellidoA1,43863,120.05,Activo,43216,53,1,57,8,67,3,80,50,16,10,6,83,74,18,13,39,33,75,51,89,8,89,87,54,76,96,83,41,84,83,98,89,4,14,49,64,52,9,36,76,38,75,7
482,nombreA2,apellidoA2,43892,121.33,Activo,43217,26,48,36,85,80,37,26,10,91,10,14,19,60,86,55,1,21,76,12,18,1,24,1,9,65,10,43,84,91,78,85,81,54,25,85,44,9,70,21,84,28,63,45
483,nombreA3,apellidoA3,43923,122.55,Activo,43218,90,68,73,83,48,33,97,27,91,36,2,18,23,15,3,12,51,96,63,87,79,40,82,19,52,99,28,59,66,45,59,98,66,23,4,79,34,90,9,8,63,34,43
484,nombreA4,apellidoA4,43953,123.81,Activo,43219,91,2,72,33,88,73,3,37,38,36,16,31,91,27,52,78,33,85,30,65,49,67,93,8,89,58,28,95,76,97,61,56,30,36,6,5,78,77,51,52,88,60,13
485,nombreA5,apellidoA5,43984,125.06,Activo,43220,31,45,92,54,14,38,90,15,11,63,82,73,78,7,21,79,96,83,40,6,86,85,49,2,89,70,50,63,90,27,97,75,57,78,90,89,97,5,36,53,81,23,54
486,nombreA6,apellidoA6,44014,126.31,Activo,43221,1,86,40,55,8,16,81,80,14,51,6,49,1,71,79,54,84,91,61,72,7,22,62,79,62,94,8,18,41,41,75,95,82,36,84,92,32,99,39,83,17,81,98
487,nombreA7,apellidoA7,44045,127.56,Activo,43222,92,83,56,7,84,88,21,41,57,8,18,1,64,48,81,5,74,31,96,70,69,62,4,50,58,36,58,6,47,76,51,63,37,56,99,41,89,0,62,9,92,65,28
488,nombreA8,apellidoA8,44076,128.81,Activo,43223,38,55,64,80,55,88,13,49,73,54,71,3,52,8,24,19,7,44,86,90,65,78,55,71,62,63,19,32,22,94,33,16,0,1,75,35,58,70,88,17,12,21,39
489,nombreA9,apellidoA9,44106,130.06,Activo,43224,92,37,47,64,51,34,71,76,11,37,54,35,84,57,22,22,86,16,21,55,60,72,74,91,18,5,56,8,29,62,76,58,56,42,11,95,45,65,78,85,39,29,71
490,nombreA10,apellidoA10,44137,131.31,Activo,43225,94,26,23,36,25,13,98,47,41,11,98,66,39,52,6,8,13,19,23,54,72,57,48,4,11,5,12,22,38,68,92,75,69,32,0,78,50,38,63,0,54,42,35
491,nombreA11,apellidoA11,44167,132.56,Activo,43226,75,10,54,16,27,67,33,28,16,47,41,75,20,72,75,66,97,88,50,46,3,30,39,26,13,62,72,56,12,46,67,11,84,69,44,15,60,91,22,16,3,4,26
492,nombreA12,apellidoA12,44198,133.81,Activo,43227,66,21,70,42,14,11,6,7,65,44,38,84,88,92,4,91,34,33,77,57,89,67,39,78,21,80,89,36,8,86,1,14,80,1,22,38,57,48,40,0,61,84,73
493,nombreA13,apellidoA13,44229,135.06,Activo,43228,60,86,63,72,82,20,98,58,68,45,61,25,73,0,72,84,65,85,23,81,36,43,61,5,95,24,23,96,52,9,70,81,16,89,60,53,4,84,17,24,74,55,89
494,nombreA14,apellidoA14,44257,136.31,Activo,43229,96,97,72,17,92,8,59,83,88,17,31,19,27,63,50,83,67,64,94,74,77,45,50,86,48,72,34,82,83,95,30,74,92,25,54,17,80,6,37,0,17,13,72
495,nombreA15,apellidoA15,44288,137.56,Activo,43230,81,47,25,49,34,17,84,75,66,36,9,86,75,74,59,60,42,47,66,45,61,14,85,56,53,75,92,49,38,17,47,91,27,40,41,13,79,88,8,76,31,38,62
496,nombreA16,apellidoA16,44318,138.81,Activo,43231,54,1,73,32,75,90,58,35,99,36,42,30,26,45,19,36,50,75,18,56,40,39,64,82,49,43,69,88,22,28,36,34,8,53,44,53,81,70,7,46,90,57,97
497,nombreA17,apellidoA17,44349,140.06,Activo,43232,11,9,97,3,96,89,27,64,29,25,84,83,63,58,94,24,81,34,23,78,16,43,86,76,77,22,21,40,65,48,25,27,69,10,37,8,75,54,69,95,40,73,66
498,nombreA18,apellidoA18,44379,141.31,Activo,43233,19,91,28,99,9,56,42,90,12,22,67,67,59,26,55,8,90,17,60,85,39,65,84,19,14,0,79,68,1,18,60,2,90,41,12,46,68,39,12,62,99,76,40
499,nombreA19,apellidoA19,44410,142.56,Activo,43234,77,83,93,65,22,57,31,65,91,65,38,12,78,38,13,18,31,63,33,57,11,8,68,89,26,87,28,38,25,58,96,44,78,5,19,1,24,40,14,72,85,30,37
500,nombreA20,apellidoA20,44441,143.81,Activo,43235,3,6,68,77,36,88,25,86,14,65,61,60,3,38,31,72,74,30,7,97,95,92,74,39,13,75,34,22,31,12,96,15,0,10,39,5,25,8,8,22,30,3,52
501,nombreA21,apellidoA21,44471,145.06,Activo,43236,77,55,91,25,80,24,19,4,86,40,56,84,48,84,10,69,31,81,45,98,18,0,5,27,6,22,19,41,33,42,16,19,36,42,73,30,89,66,21,31,69,40,64
